reviewid,content,sentiment,product,price,delivery,service,app,source_file
78569fdc-07a6-4c8f-a557-fd650aad4439,tệ hại.tiki làm ơn bỏ dùm cái vụ nhận xét tối thiểu 50 ký tự dùm...đôi khi 1 sản phẩm tốt chỉ cần 1 tốt là đủ đánh giá 1 món hàng....,neutral,1,1,0,0,0,absa_annotation_batch_003.csv
bb1522ea-0524-4367-a6f4-970e9f1741a8,Chức năng tìm kiếm sản phẩm quá tệ!,negative,1,0,0,0,0,absa_annotation_batch_002.csv
bb05ea24-cae8-49e4-95b9-18cbda85bab0,"Vì sao? Tôi mua ,nhận hàng trả tiền sau không được!.",neutral,1,1,0,0,0,absa_annotation_batch_002.csv
3d949703-f52b-436f-b8eb-ddc66f4143b9,Rất tuyệt vời!,positive,0,0,0,0,0,absa_annotation_batch_002.csv
856d121e-6305-4e31-a7dc-5f6a4fe25ed6,"bản cập nhật mới bị mất mục sản phẩm mua sau trong giỏ hàng, cảm thấy khá bất tiện, hy vọng sớm khắc phục",neutral,1,0,0,0,1,absa_annotation_batch_003.csv
56d5d0be-092e-499e-8d47-ca3132fb2ae2,cái kiểu mà mua đặt hàng 4.5 ngày rồi không giao sản phẩm lên giá thì báo hủy đơn hàng .rồi thông báo lỗi.lỗi j vậy,negative,1,1,0,0,1,absa_annotation_batch_003.csv
20ad1a38-d687-4851-a9f6-bb428cfa9cb6,Muốn mua bộ dây vòi,negative,0,0,0,0,0,absa_annotation_batch_001.csv
cd87d2bd-71fd-4163-abab-efe6d406b0dd,Ship quá tệ,negative,0,0,1,0,0,absa_annotation_batch_002.csv
20f80ce2-8002-4b58-baed-7c07e7caf14d,"ôi em vừa vào chọn đồ, hễ nhấp vào là bị thoát ra k thể nào đc. Phải làm cách nào để khắc phục ạ?",positive,0,0,0,0,0,absa_annotation_batch_003.csv
e40fe441-3177-4af2-b346-4c94a6e3a844,Mỗi lần vào đều phải đăng nhập lại thực sự khó chịu,negative,0,0,0,0,1,absa_annotation_batch_001.csv
22edee69-39e3-44d6-9360-3eab945ae445,Ko bit có tốn tiền ship ko nhỉ,neutral,0,1,1,0,0,absa_annotation_batch_002.csv
6581fa14-e8a1-4749-a581-2adacd1ac001,Lừa đảo giựt cô hồn gì chưa 1s đã hết món,negative,0,0,0,0,0,absa_annotation_batch_003.csv
9ad2d56b-0cc6-44e6-91b6-5cefec7e2a8e,Giá sản phẩm cao hơn các trang thương mại điện tử khác.,neutral,1,1,0,0,0,absa_annotation_batch_001.csv
e19a753f-1ddd-43b3-8c1a-1020e2cd7ad1,Không thích cách giao hàng và thời gian giao hàng của giao hành nhanh (rất chậm),positive,1,0,1,0,0,absa_annotation_batch_002.csv
07fdf174-a1bc-4df6-9ce8-8d417c855b47,"Có hay, co dở",neutral,0,0,0,0,0,absa_annotation_batch_003.csv
9922e884-5feb-4cde-9a03-eb36254b99fd,Tiki bảo trì lâu quá,neutral,0,0,0,0,0,absa_annotation_batch_002.csv
adecd38c-171c-414a-a607-ecb2dfea9f2f,"Tiki giao hàng nhanh, rất tiện cho mấy người hay nôn nóng như mình, về khoản sách thì cứ tiki mà quất thoi.",positive,1,0,1,0,0,absa_annotation_batch_003.csv
2ec8315d-368f-4793-a803-dc8ae1643d8c,Cái vụ quay trúng xu. Vậy xu dê làm gì vậy mọi người,neutral,0,0,0,0,0,absa_annotation_batch_002.csv
d1881e27-8f0e-481c-854b-ed6ed8c2e2f2,Cung rat hay nha xa hang cuoi nam nay hay lam luong do,positive,0,0,0,0,0,absa_annotation_batch_003.csv
a9ac3fc3-20ff-48d1-b8ee-94b2b37bde36,"Ổn rẻ chất lượng có lẽ thế, phí ship không mắc , đáng cài đặt ❤",positive,1,1,1,0,0,absa_annotation_batch_002.csv
bafe6347-91c2-4bf1-8297-7e073d1d0880,Toàn giới thiệu free mà ... ko thấy free,neutral,0,0,0,0,0,absa_annotation_batch_001.csv
60976aea-34be-48ac-a716-727cc73026aa,Hừ hu hu g Hữu g Hữu ý ggg hủy bỏ Đồng ý với ý nghĩa của,neutral,0,0,0,0,0,absa_annotation_batch_003.csv
d747231a-7668-4031-9eeb-99276ac7f424,"quãng cáo deal cho đã, vào canh méo có, ai cũng bị vậy. Hồi đầu tiki là nơi tin tưởng nhất, giờ thất vọng quá",negative,0,0,0,0,0,absa_annotation_batch_003.csv
66c5e4f3-d3ea-4d4c-80d3-b469157e7367,Tạm được...👌,positive,0,0,0,0,0,absa_annotation_batch_003.csv
dbd844d2-5b2e-4a9c-96a7-f6ad0c0aa761,"Đã gắn vào laptop, ok",positive,0,0,0,0,0,absa_annotation_batch_003.csv
dc0c9253-3133-4dc0-9e6d-47a858f5b22e,Tôi cho 1 xao tại vì sao? Thời gian đặt quá 4 ngày mà vẫn chưa vẩn chuyển hàng Thời gian chờ đợi quá lâu đến khi hàng đến đã hơn 10 ngày khách hàng đã ko muốn mua hàng vì thời gian quá lâu Đề nghị shop cải thiện cho phù hợp với gian nhận hàng lâu nhất chỉ đến 1 tuần là đến,negative,1,0,0,0,0,absa_annotation_batch_003.csv
df588682-c657-426d-9bc4-fb7a181651cc,vào app hay bị thoát ra ngoài,neutral,0,0,0,0,1,absa_annotation_batch_002.csv
dfd01140-3bc8-4ed5-8810-8e730b52cd53,Ứng dụng xài chán khó tìm thấy sp cần mua.,negative,0,0,0,0,1,absa_annotation_batch_001.csv
cd732f45-97a7-4df8-a670-a4159249555e,sao mà ko nhập địa chỉ dc z chứ nó cứ bảo là địa chỉ ko hợp lệ,neutral,0,0,0,0,0,absa_annotation_batch_001.csv
51a16556-675a-4488-98a4-da018d41a390,mình đặt hàng hơn 1 tuần rồi mà tiki vẫn chưa giao về. Muộn so với dự kiến tận 4 ngày và mình khá thất vọng.,negative,1,0,0,0,0,absa_annotation_batch_002.csv
ee8fa68f-de5c-449e-b6ac-6e31b372a727,"Giao hàng các kiểu ok, mà event lừa đảo kinh dị",negative,1,0,1,0,0,absa_annotation_batch_002.csv
99c4f4ef-59f8-42a6-81aa-bb8d43840c54,"Đặt hàng 1 tháng không thấy đâu, gửi mail thì ko thèm trả lời, gọi tổng đài không bắt máy, gọi được thì bảo do dịch nên thông cảm, trong khi các sàn thương mại khác hàng vẫn chạy đều, vậy các anh đóng băng hoạt động luôn à? Các anh bảo hàng chậm 7-10 ngày nhưng đây chậm 1 tháng xem có chịu nổi không, rồi hủy đơn cũng ko cho hủy, gửi thì cũng ko gửi, 1 sao là xứng đáng, xin chào tạm biệt luôn",negative,1,0,0,0,0,absa_annotation_batch_001.csv
0bddc698-6203-4d5c-9726-3e9e4998d658,"Mua hang o tiki luc nao cung yen tam va hai long sipper thi nhiet tinh k cau gat,nhung phai co them nhieu mat hang hon nua chu nhieu luc muon mua tren tiki ma kiem k ra mon do minh can nen chi chut xiu cam thay buon thui nhung se ung ho tiki dai dai!🤙🤙🤙",positive,0,0,0,0,0,absa_annotation_batch_001.csv
4d78f313-049a-4887-b66e-f1e1aef44d8d,Tot.......!,positive,0,0,0,0,0,absa_annotation_batch_001.csv
880e6509-fad3-410b-bf24-6831f149f707,tiki chỉ giao 2 tiếng khi ởi TP HCM thôi 🤔,neutral,0,0,0,0,0,absa_annotation_batch_002.csv
c35b5c45-1fa4-4c60-99df-9d0860cb08b7,Bộ lọc k hoạt động,neutral,0,0,0,0,0,absa_annotation_batch_002.csv
60eeaa50-c477-4ef2-839c-84f927aab7f7,"giao hàng nhanh, chính sách tốt có đổi trả, giải quyết khiếu nại nhanh",positive,1,0,1,1,0,absa_annotation_batch_001.csv
571c0782-8075-456f-aa8c-c9da76afc28f,Làm biến cho 5 sau Tết cho 1 sau mới hên 🤣,negative,0,0,0,0,0,absa_annotation_batch_002.csv
bcd7837a-eb90-43fe-b150-7e120314d5a1,"Tệ thật người ta diễn hay không cho thắng, cho mấy người giả trân thắng",negative,0,0,0,0,0,absa_annotation_batch_001.csv
69e044de-fe9e-4fd6-a69d-f855b6daa950,Sen do la mot ung dung tien loi,positive,0,0,0,0,0,absa_annotation_batch_003.csv
2b96ddf5-d9b9-45fb-8a0e-fcc8b47c63ca,"Nói thật ngày trước rất thích mua hàng trên tiki. Nhưng mà tiki toàn bị đơ khi mở app. Lại ít mặt hàng, tìm kiếm mặt hàng rất khó. Mình rất khó chịu. Mình đã giảm mua hàng trên tiki nhiều rồi",positive,1,0,0,0,1,absa_annotation_batch_003.csv
c8194a50-a6a9-48e9-97b0-bdfbc2021514,đặt hàng lâu quá mua 1 cái điện thoại mà 8 ngày mới tới yêu cầu gửi hàng nhanh hơn nếu nhanh hơn sẽ cho 5*...mua 1 cai điện thoại mà bảo là t5 mà đến t5 lại bảo là 6 ngày nữa mới tới ..yếu,negative,1,0,0,0,0,absa_annotation_batch_002.csv
e4f2fbc5-0074-4d9e-bc0e-724b54f37b0a,Ủng hộ Tiki dài dài.,positive,0,0,0,0,0,absa_annotation_batch_003.csv
cad22323-36ae-4f5d-9dbf-fc7fa34fdca0,"Tiện lợi, ship nhanh, hàng chất lượng",positive,1,0,1,0,0,absa_annotation_batch_003.csv
ffc6fe12-35ae-42a5-8a80-2ed8a6ee5eac,app bị gì thế mình đổi địa chỉ hok đc chỉnh lại cũng không đc un,negative,0,0,0,0,1,absa_annotation_batch_003.csv
a5ae4375-2d75-45de-9282-8ac9c608edfd,nó ko ra những j tôi tìm,neutral,0,0,0,0,0,absa_annotation_batch_003.csv
6fd2d0c0-459f-4c82-b586-87c1dbf34c31,"Lúc trước tiki cho mình trải nghiệm tốt bao nhiêu thì giờ cho mình trải nghiệm tệ bấy nhiêu. Lúc trước đặt hàng hơn tuần là có, bây giờ cả tháng vẫn chưa thấy hàng đâu. Tình trạng hủy đơn thì ngày càng phổ biến. Vẫn biết khi hủy đơn tiki sẽ cho mã giảm giá nhưng một hai lần thì còn chịu đc chứ, chứ cứ lần nào mua cũng hủy đơn như thế này thì ai mà chịu nổi. Sản phẩm ko thể giao cho khách đc thì đừng có để trên gian hàng chứ. Xong rồi hủy đơn hàng năm tiếng trời mới thông báo cho khách,khi cả ngày",neutral,1,1,0,0,1,absa_annotation_batch_001.csv
ee450e21-b31f-4e81-ad35-55d5f036fce2,"Shop quảng cáo láo, k trung thực đề nghị tẩy chay",negative,0,0,0,0,0,absa_annotation_batch_001.csv
0b0cf1eb-f285-441d-b1ad-1e32acd6b4f9,Rất thất vọng...,negative,0,0,0,0,0,absa_annotation_batch_001.csv
2d2e2e73-5620-4d86-b2f4-508027a89c71,"Cứ tưởng quay trúng iphone 11 rồi làm theo 3 bước là có tin nhắn xác nhận để nhận iphone, ai ngờ đợi mãi...",negative,0,0,0,0,0,absa_annotation_batch_002.csv
fd5ed43b-8bec-43be-b519-bf10b21d6373,Sản phẩm dễ sử dụng,positive,1,0,0,0,0,absa_annotation_batch_002.csv
11bbc43b-d3b5-415a-bba1-34745337ec64,Khó sử dụng,neutral,0,0,0,0,0,absa_annotation_batch_001.csv
6643721d-7028-498c-8b57-afa619db3154,Vo cung ung ý,positive,0,0,0,0,0,absa_annotation_batch_003.csv
69350c32-d494-4256-a74e-e4a3930f2dc1,"Rất tốt, luôn ủng hộ Tiki",positive,0,0,0,0,0,absa_annotation_batch_001.csv
8ef302a7-dadb-445a-9a6b-820adeba16fc,Xử lý đơn hàng quá chậm.tôi đặt mua cái loa mà 3 ngày rồi mà đơn hàng vẫn chưa xử lý..gọi shop thì ko bắt máy,negative,1,0,0,0,1,absa_annotation_batch_001.csv
ee9bd03a-9c58-4e2d-a025-9a65bfbd91ec,Cũng bình thường thôi,positive,0,0,0,0,0,absa_annotation_batch_003.csv
bd57d91a-9dc3-4b54-8b7b-4908ce7c42ba,qua te.hang không chất lượng,negative,1,0,0,0,0,absa_annotation_sample.csv
6c157154-bab3-4b94-8147-82c6b23b9ab6,hàng chất lượng,positive,1,0,0,0,0,absa_annotation_batch_002.csv
821567ce-7a33-455e-a6d1-ace0712f3e6b,"Mỗi lần mua hàng đã số là phải chờ đến từ 5 đến 6 ngày mới nhận được hàng , tôi đặt hàng 2 lần 1 sản phẩm đó và cùng 1 shop đó ,1 lần thì đợi đến khoản 7 ngày người giao hàng kg liên hệ với tôi mà lại bị hủy đơn do giao kg thành công, và 1 lần thì đợi shop xác nhận đến khoản 7 ngày cũng bị hủy đơn vì shop chưa xác nhận có hàng , mỗi khách sử dụng đc 5 mã miễn phí vận chuyển từ 0đ trong tuần vậy mà tôi chưa dùng đủ 5 mã đã kg dg đc nữa. vv.. NAM MÔ A DI ĐÀ PHẬT",negative,1,1,1,0,0,absa_annotation_batch_003.csv
66d01ad9-aaec-46d5-a9a0-5b37e7536003,Tìm 1 đằng lại ra 1 nẻo. :((,negative,0,0,0,0,0,absa_annotation_batch_002.csv
4f265fac-2ebb-463a-8763-a8ef2359c437,Tôi thấy shop cần nhiều ưu đãi hơn để thứ hút người mua chứ mặt hàng cần mua mắt hơn giá thị trường quá thì sẽ ít người tải về,negative,1,1,0,0,0,absa_annotation_sample.csv
3fc960ef-ca2c-4e3b-95c6-d6fe2ccf0448,Trải nghiệm tiki thấy nản.hàng thì ít.mục tìm kiếm thì giở.tìm kiếm cái này thù hiện cái mà chẳng liên quan đến ý nghĩa lẫn câu chữ.,negative,1,0,0,0,0,absa_annotation_batch_003.csv
ac5316f3-35c3-4977-889f-404c7f471233,₫₫xxx ff6xxfxxfx₫effed *r* e xxx feed xd3zzss xxfxxxxxxxxxxxxf6r5f4xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxf,neutral,0,0,0,0,0,absa_annotation_batch_002.csv
ec51b259-964d-4eb0-a543-aa35b864887d,Sao tải về mà mở lên trắng bóc màn hình . Xóa đi tải lại 2 lần r vẫn vậy . Oppo n1 lỗi do máy mình hay do app v ak ?,negative,0,0,0,0,1,absa_annotation_batch_001.csv
61d4217c-872f-48dd-8ffc-5cf581c5deb4,"Tiki đóng gói rất đẹp, sản phẩm cũng chất lượng. Giao hàng nhanh và shipper 
cũng rất nhiệt tình. Cảm ơn Tiki nhiều ạ",positive,1,0,1,0,0,absa_annotation_batch_003.csv
c07f5a9b-bf77-4e64-b6e4-905c974ad52d,Momo thanh toán tiện như vậy mà lại bỏ đi là sao Tiki??,negative,0,0,0,0,1,absa_annotation_sample.csv
7857d9cc-92f9-4f13-9a0a-8bf8392e996e,Toàn lỗi ko đăng ký đăng nhập gì được hết,negative,0,0,0,0,1,absa_annotation_batch_002.csv
828e82f5-222b-4bd9-81af-eaaf96d1cf1c,"Chậm ngày gửi, mong hãy khắc phục",negative,0,0,0,0,0,absa_annotation_batch_003.csv
7af37df9-ef97-46e3-9f79-dae4d468b1b8,Tải ứng dụng để quay thưởng cho vui. Tải xong không thấy gì.,negative,0,0,0,0,1,absa_annotation_batch_002.csv
fb372e51-9f22-4c7b-aa3c-0bba5f57acd2,"App gì lỗi hoài, vô giỏ hàng tiến hành mua cái báo đã có lỗi xảy ra? Gọi lên tổng đài thì kêu xóa tải lại, thiệt mất thời gian. Hết muốn mua luôn. Bị 2 lần rồi. Tiki nên xem và khác phục lỗi này nha.",neutral,1,0,0,0,1,absa_annotation_batch_003.csv
706d5fa8-3092-4ed1-b9ad-f07a349856d5,Đm mỗi cái địa chỉ mà đặt đéo đc. Đc cái quảng cáo trên mạng. 😤😤😤 Ko hài lòng tí nào,negative,0,0,0,0,0,absa_annotation_batch_001.csv
fecfcae0-9531-481b-bf60-2321ab356ec7,rất hài lòng với tiki,positive,0,0,0,0,0,absa_annotation_batch_001.csv
4903bc64-4112-4444-a910-63e4e9f54fc8,Good Night 💤🌙Good Night 💤🌙 😊 Sweet Dream🌱🍯🌱🌱🍯🌱🐝🌱 🌱🍯🌱🌱🍯🌱🌱🌱 🌱🍯🍯🍯🍯🌱🍯🌱 🌱🍯🌱🌱🍯🌱🍯🌱 🌱🍯🌱🌱🍯🌱🍯🌱 🌼🌱 Hi honey! 🌱🌼 👩💬Cool💫 👚👏💥 👖 👠👠 👩💬Cool💫 👚👏💥 👖 👠👠 👩💬Cool💫 👚👏💥 👖 👠👠 👩💬Cool💫 👚👏💥 👖 👠👠 👩💬Cool💫 👚👏💥 👖 👠👠 🌠🌠🌠🌠🌠🌠🌠 ◌⑅●♡⋆♡LOVE♡⋆♡●⑅◌◌⑅●♡⋆♡LOVE♡⋆♡●⑅◌◌⑅●♡⋆♡LOVE♡⋆♡●⑅◌◌⑅●♡⋆♡LOVE♡⋆♡●⑅◌◌⑅●♡⋆♡LOVE♡⋆♡●⑅◌◌⑅●♡⋆♡LOVE♡⋆♡●⑅◌◌⑅●♡⋆♡LOVE♡⋆♡●⑅◌◌⑅●♡⋆♡LOVE♡⋆♡●⑅◌ 😊 Sweet Dream 🌠🌠🌠🌠🌠🌠🌠 Good Night 💤🌙 😊 Sweet Dream 🌠🌠🌠🌠🌠🌠🌠,neutral,0,0,0,0,0,absa_annotation_batch_003.csv
53697d19-142d-41e3-9b07-fdf15de0f09d,Cái nay cũng được,neutral,0,0,0,0,0,absa_annotation_batch_003.csv
e5fbb059-dd35-45a7-8225-58857186eac8,App quá tệ . Các mặt hàng không phòng phú . Phải nói thật sendo tệ hơn lazada rất nhiều 👎👎👎👎,negative,1,0,0,0,1,absa_annotation_batch_003.csv
ffd6548d-913f-4681-a646-8829d568a639,hàng được 😃,neutral,1,0,0,0,0,absa_annotation_batch_003.csv
032f5cd9-38fd-4c62-bf40-b35c65a2c317,Ship rất nhanh và hay sale,positive,0,1,1,0,0,absa_annotation_batch_003.csv
57f3dc9a-3660-42dc-8850-9156f505c862,lần đầu tiên tải và mua hàng bị ship cho đợi nắng 30p gọi lại thì bảo chiều mới giao,negative,1,0,1,0,0,absa_annotation_batch_003.csv
ab19fce9-b788-4139-a33f-236a9f01bdfb,Tiki đc kiểm tra hàng ko,negative,1,0,0,0,0,absa_annotation_batch_002.csv
b312ab89-1d08-4ed3-82f8-28afeb701fbb,"Rất tiện lợi khi mua hàng, tiết kiệm được thời gian đi",positive,1,0,0,0,0,absa_annotation_batch_002.csv
b720e431-ed56-4b57-97bd-b6b6373a3218,Điên nhất là lúc ng ta đang chơi game thì quảng cáo,negative,0,0,0,0,0,absa_annotation_batch_003.csv
b1f3af02-389e-4b8d-a29d-4a45147dead7,Rất hài lòng,positive,0,0,0,0,0,absa_annotation_batch_003.csv
1a10562e-f67f-4fb6-9326-dbb6a2e79f5e,Tự nhiên tiki hông cho thanh toán tiền mặt nữa quá bất tiện cho những bạn hông có thẻ ngân hàng thì lm sao chuyển tiền fdc mong bên tiki xem xét lại... Hoizzz,neutral,1,1,0,0,1,absa_annotation_batch_003.csv
69c20631-6332-496b-a088-3e641c2b6f4f,"Helo nv Tiki . _tôi mới tải cấu hình về để xem các sản phẩm. tôi.cũng chưa biết cách nhận thông tin khi mình đã mua.1 sản phẩm thì xem lại thông tin ở mục nào. _Nếu có số thứ tự 1, 2 ,3.. ở phần cá nhân thì tôi sẽ biét được mình đã mua mà không phải chọn lần 2 nữa. _Mong nv hướng dẫn cho tôi biết cách. _ Khi sản phẩm mua ,có được đóng gói tránh bị rách và bọ tráo hàng hay không ? --> tránh tình trạng phản ánh mọi vấn đề , phải đổi trả. thank nv",positive,1,0,1,1,0,absa_annotation_batch_002.csv
741b5418-a829-415f-aa84-b21cd6f9c210,Tuyệt vời..,positive,0,0,0,0,0,absa_annotation_batch_001.csv
0027fb22-3a9b-4b83-a286-321389ab0431,"Nói bấm là có mà bấm tìm ""vape"" k có nên đánh giá 1* khỏi thắc mắc oce",negative,0,1,0,0,0,absa_annotation_batch_001.csv
ee064650-9a1f-4a93-a38a-811629c959f6,Mình tin tưởng sendo,positive,0,0,0,0,0,absa_annotation_batch_001.csv
488f7047-ded9-4236-a32f-8dc9cb3b4d36,Mới tải app dìa mà đăng kí không được tài khoản rồi! Ớn,negative,0,0,0,0,1,absa_annotation_batch_003.csv
caf3f181-2ec7-4cf3-a8d1-fee01dead861,Tốt nhất trong các ứng dụng mua hàng online,positive,1,0,0,0,1,absa_annotation_batch_002.csv
8b022701-8676-4034-9798-2a3ca4f336dd,"Tiki chăm sóc khách hàng cực tệ, tôi cực kì thất vọng với cách phục vụ này. Tôi gửi khiếu nại lập tức nhận được thông tin kết nối giới thiệu nhân viên tên Vân. Tôi gửi nội dung chờ hoài chẳng thấy phản hồi (khoảng 20 phút). Tôi vừa rời khỏi máy sau đó vào lại thì nhận 2 tin nhắn nói do không thấy tôi phản hồi nên Tiki kết thúc cuộc trò chuyện. Chẳng lẽ chỉ có khách hàng mới phải chờ Tiki còn Tiki thì không? Hệ thống không hề hiển thị thời gian chat để biết là mỗi bên phải chờ bao lâu.",negative,1,0,0,1,0,absa_annotation_batch_001.csv
cdb5e5c2-347e-4c48-81c0-e393e8d46be7,Quá tuyệt vời,positive,0,0,0,0,0,absa_annotation_batch_003.csv
be66fe37-95ca-422e-a936-c4f0645a7d4b,10 điểm cho tiki,positive,0,0,0,0,0,absa_annotation_batch_002.csv
2685cadf-d00a-49ef-aa31-356d31bfc16e,hàng đẹp giá tốt tôi rất thích tìm gì cũng có,positive,1,1,0,0,0,absa_annotation_batch_002.csv
3bcda114-be74-48d4-aad0-69c386b32490,Giá cao. Mặt hàng cũng như bao chỗ khác. Một ngày gửi không biết bao nhiêu cái POPUP quảng cáo. Chắc gấp 3-4 lần lzd+shopee cộng lại. Thật sự rất phiền phức. Không khuyến khích mua ở TIKI,negative,1,1,0,0,0,absa_annotation_batch_001.csv
64494e5e-79f9-44f2-85aa-5fcf09ca575a,Phản hồi chưa xác yêu cầu,positive,0,0,0,1,0,absa_annotation_batch_003.csv
c2d4da8a-5440-4821-a618-29abdbf979b0,Gõ cái này ra cái khác . thiệt là tức mà 😠,negative,0,0,0,0,0,absa_annotation_batch_001.csv
5b2e2b7e-fdf3-4377-be9c-ea14f9920740,TIKI Bấm là có đúng không nhưng..... TIKI Làm Gì có bán ACC đột kích cf haha!😋,neutral,0,0,0,0,0,absa_annotation_batch_003.csv
e9578775-5a95-44ce-b2ec-22073224db56,Làm ăn rất bát nháo Thánh toán mua 3g xong tiền trừ bị lỗi không hoàn tiền luôn Phục vụ dở tệ sẽ không quay lại,negative,0,1,0,1,1,absa_annotation_batch_001.csv
